throughput_mbps,congestion_ratio,packet_loss_percent,latency_ms,jitter_ms,line_down
43.18,0.4318,3.46,36.02,5.55,0
33.67,0.3367,4.36,24.24,3.72,0
49.53,0.4953,5.47,35.39,4.62,0
48.88,0.4888,10.32,31.67,4.78,0
22.12,0.2212,6.55,19.41,3.81,0
27.86,0.2786,2.66,9.72,2.23,0
40.41,0.4041,7.03,27.35,3.01,0
39.9,0.399,5.6,12.27,2.83,0
53.56,0.5356,4.69,28.41,3.7,0
45.52,0.4552,7.67,24.98,3.7,0
25.1,0.251,8.85,28.27,3.6,0
41.22,0.4122,4.25,23.91,3.87,0
41.09,0.4109,3.1,29.28,4.68,0
41.62,0.4162,6.54,31.73,3.31,0
43.39,0.4339,5.01,21.16,3.63,0
29.46,0.2946,8.85,26.69,3.88,0
37.59,0.3759,1.38,21.45,4.12,0
35.14,0.3514,5.56,8.62,1.6,0
30.53,0.3053,3.16,12.5,1.57,0
46.44,0.4644,5.93,8.79,1.38,0
48.82,0.4882,12.88,35.85,3.73,1
41.97,0.4197,4.83,20.5,2.41,0
61.09,0.6109,5.53,20.71,3.96,0
81.08,0.8108,4.52,33.8,3.85,0
69.82,0.6982,5.9,22.23,3.06,0
49.29,0.4929,5.5,30.91,4.4,0
79.32,0.7932,2.9,17.58,3.37,0
37.02,0.3702,2.33,16.34,2.72,0
36.33,0.3633,7.29,21.39,2.62,0
69.96,0.6996,8.69,14.41,2.3,0
42.26,0.4226,3.31,16.86,2.44,0
18.66,0.1866,8.43,12.41,1.43,0
29.17,0.2917,6.6,31.4,4.55,0
32.37,0.3237,1.32,5.99,0.89,0
51.47,0.5147,5.33,38.98,4.77,0
36.0,0.36,5.68,35.86,4.01,0
29.02,0.2902,6.48,20.56,3.5,0
37.56,0.3756,6.44,30.72,4.35,0
63.7,0.637,5.07,40.88,5.4,0
21.25,0.2125,8.51,23.05,2.44,0
51.39,0.5139,9.67,43.9,5.91,0
51.17,0.5117,5.94,25.76,2.9,0
62.21,0.6221,5.36,20.61,2.77,0
21.96,0.2196,3.77,13.9,2.59,0
27.31,0.2731,8.64,35.63,4.58,0
41.65,0.4165,9.36,22.56,3.5,0
44.27,0.4427,6.26,30.36,4.77,0
23.5,0.235,4.76,31.4,3.69,0
41.78,0.4178,9.87,18.66,3.03,0
34.69,0.3469,6.29,31.02,3.14,0
71.32,0.7132,0.83,4.32,1.97,0
35.09,0.3509,7.29,27.93,3.53,0
73.48,0.7348,5.78,25.34,4.1,0
70.75,0.7075,6.39,7.62,2.67,0
64.92,0.6492,5.8,16.17,2.02,0
46.74,0.4674,7.47,23.72,4.23,0
59.43,0.5943,8.28,23.56,4.12,0
87.08,0.8708,0.62,28.31,4.23,0
90.63,0.9063,0.37,30.09,3.32,0
20.93,0.2093,5.5,12.55,1.31,0
28.89,0.2889,7.14,19.24,2.25,0
47.28,0.4728,8.22,17.75,2.01,0
60.32,0.6032,7.28,21.69,3.41,0
35.38,0.3538,5.86,30.5,4.04,0
55.55,0.5555,3.51,27.38,3.89,0
53.78,0.5378,6.67,23.06,2.59,0
19.27,0.1927,9.54,39.07,5.81,0
34.48,0.3448,6.42,8.65,2.26,0
42.85,0.4285,13.4,23.91,2.55,0
19.1,0.191,7.12,20.42,4.02,0
56.45,0.5645,4.86,17.43,3.44,0
50.21,0.5021,6.27,36.4,4.81,0
41.4,0.414,7.46,16.98,3.66,0
17.32,0.1732,5.34,12.34,2.5,0
49.4,0.494,4.4,16.85,2.11,0
39.9,0.399,3.49,8.34,1.48,0
20.57,0.2057,8.75,22.42,2.38,0
48.61,0.4861,5.31,37.6,4.55,0
57.8,0.578,4.72,17.15,2.92,0
67.19,0.6719,6.72,31.93,4.63,0
24.31,0.2431,6.89,19.34,1.99,0
86.03,0.8603,3.15,30.11,3.88,0
56.55,0.5655,5.96,24.63,3.22,0
34.06,0.3406,7.04,25.47,4.08,0
26.94,0.2694,7.48,19.73,3.37,0
43.51,0.4351,2.8,16.11,2.03,0
32.31,0.3231,6.92,23.69,2.67,0
52.28,0.5228,8.49,35.27,4.96,0
69.06,0.6906,7.97,40.5,5.38,0
78.3,0.783,6.35,17.7,3.67,0
60.43,0.6043,3.2,14.0,2.83,0
21.35,0.2135,5.32,24.22,3.0,0
38.99,0.3899,2.43,25.82,3.36,0
61.85,0.6185,9.44,35.37,5.04,0
49.61,0.4961,7.59,18.01,3.08,0
27.4,0.274,6.98,25.49,3.47,0
56.78,0.5678,9.76,16.67,3.53,0
68.42,0.6842,7.59,27.53,4.54,0
42.22,0.4222,2.88,12.99,3.12,0
69.28,0.6928,7.56,36.21,4.59,0
34.29,0.3429,3.06,18.43,2.78,0
54.14,0.5414,5.49,37.08,3.71,0
62.22,0.6222,12.84,32.18,3.4,1
73.91,0.7391,10.13,45.32,5.18,0
20.16,0.2016,9.32,22.89,3.23,0
17.73,0.1773,3.22,25.8,3.21,0
32.34,0.3234,5.82,36.08,5.3,0
43.79,0.4379,7.15,33.9,3.8,0
37.92,0.3792,3.25,22.59,3.55,0
33.08,0.3308,7.86,27.36,3.89,0
18.27,0.1827,6.97,37.18,5.54,0
36.52,0.3652,8.33,24.77,3.68,0
48.41,0.4841,3.81,17.86,2.81,0
76.21,0.7621,1.19,19.15,2.9,0
44.26,0.4426,7.11,23.2,3.86,0
72.11,0.7211,6.6,26.37,4.52,0
37.44,0.3744,12.91,50.8,6.6,1
47.64,0.4764,7.83,27.46,4.53,0
41.25,0.4125,4.39,38.73,4.11,0
40.6,0.406,8.56,32.61,3.31,0
36.31,0.3631,14.47,34.74,4.37,1
31.99,0.3199,3.62,27.54,3.82,0
55.11,0.5511,3.0,20.85,3.93,0
35.36,0.3536,5.57,11.38,1.64,0
16.08,0.1608,7.89,39.15,5.32,0
78.91,0.7891,7.23,18.64,1.91,0
80.35,0.8035,7.85,29.38,3.25,0
21.7,0.217,7.41,36.15,4.62,0
62.16,0.6216,4.66,24.79,3.26,0
34.71,0.3471,10.32,43.35,4.83,0
84.61,0.8461,3.53,13.74,3.12,0
27.99,0.2799,8.38,14.74,2.49,0
92.41,0.9241,5.81,9.16,2.58,0
47.04,0.4704,2.23,32.24,4.51,0
59.96,0.5996,7.34,29.31,3.03,0
37.31,0.3731,6.89,27.16,4.01,0
34.62,0.3462,7.22,33.46,3.41,0
46.69,0.4669,5.66,24.9,2.78,0
64.95,0.6495,9.82,47.64,5.89,0
77.31,0.7731,3.37,8.01,1.3,0
42.36,0.4236,5.43,16.91,2.66,0
22.4,0.224,5.73,27.3,3.53,0
60.13,0.6013,5.83,29.39,4.76,0
46.81,0.4681,4.19,16.78,2.26,0
22.9,0.229,7.91,12.18,1.24,0
13.7,0.137,15.11,34.37,4.45,1
28.77,0.2877,5.05,4.84,1.53,0
38.34,0.3834,5.98,18.1,3.81,0
19.48,0.1948,5.26,12.88,1.89,0
60.77,0.6077,6.03,20.8,2.25,0
55.03,0.5503,8.7,28.66,4.09,0
41.95,0.4195,10.7,18.71,3.16,0
49.68,0.4968,11.24,45.46,4.57,1
22.41,0.2241,6.51,30.97,3.1,0
78.24,0.7824,1.95,25.66,3.82,0
79.16,0.7916,4.59,15.61,2.97,0
68.4,0.684,5.41,13.17,3.05,0
52.55,0.5255,5.17,9.27,1.14,0
37.88,0.3788,8.05,18.37,3.27,0
76.82,0.7682,3.18,6.89,1.15,0
34.69,0.3469,6.74,14.01,1.81,0
25.99,0.2599,8.69,12.9,2.66,0
19.89,0.1989,3.92,14.3,2.46,0
49.29,0.4929,4.82,15.49,2.93,0
47.16,0.4716,5.66,26.2,2.89,0
56.88,0.5688,3.42,11.35,2.13,0
73.43,0.7343,4.22,33.6,4.34,0
29.96,0.2996,2.22,31.26,3.49,0
24.37,0.2437,3.37,19.51,3.59,0
68.31,0.6831,0.64,29.85,2.99,0
58.98,0.5898,3.96,8.61,2.3,0
46.03,0.4603,3.96,19.18,3.84,0
43.29,0.4329,4.35,23.05,3.41,0
53.91,0.5391,1.68,20.65,2.93,0
54.46,0.5446,11.34,26.16,2.64,0
75.81,0.7581,7.77,14.3,3.09,0
38.69,0.3869,11.75,24.92,4.38,0
52.99,0.5299,7.31,13.24,2.21,0
75.41,0.7541,7.04,6.88,2.28,0
24.6,0.246,8.67,35.43,4.59,0
53.72,0.5372,2.67,30.25,3.57,0
25.1,0.251,7.99,35.27,4.94,0
22.18,0.2218,7.1,42.44,5.43,0
54.69,0.5469,7.77,18.15,3.45,0
78.95,0.7895,5.85,18.97,3.41,0
50.7,0.507,4.15,32.02,3.88,0
52.95,0.5295,4.3,11.81,1.54,0
61.2,0.612,8.08,17.73,2.87,0
41.92,0.4192,8.37,24.77,4.22,0
42.65,0.4265,5.1,30.73,3.72,0
61.9,0.619,4.09,31.76,3.4,0
35.39,0.3539,6.72,15.6,2.6,0
19.56,0.1956,9.94,29.1,3.53,0
75.86,0.7586,9.8,17.38,3.68,0
18.34,0.1834,9.07,15.14,2.38,0
45.3,0.453,7.91,13.83,1.94,0
42.47,0.4247,3.3,22.57,3.99,0
73.95,0.7395,7.88,26.49,2.93,0
52.62,0.5262,2.38,17.93,2.7,0
70.81,0.7081,10.79,45.43,5.45,0
93.99,0.9399,4.61,3.51,1.08,0
68.22,0.6822,6.62,32.99,3.84,0
65.22,0.6522,5.02,2.26,1.7,0
29.83,0.2983,6.95,8.27,1.84,0
47.48,0.4748,5.72,32.54,3.84,0
18.24,0.1824,8.76,35.75,5.35,0
29.25,0.2925,6.48,44.21,4.79,0
47.38,0.4738,1.19,23.33,3.75,0
54.71,0.5471,6.38,23.47,3.15,0
23.03,0.2303,5.28,14.35,2.09,0
89.13,0.8913,5.94,9.0,2.45,0
16.89,0.1689,12.32,33.89,4.27,1
59.62,0.5962,8.8,12.4,3.04,0
51.95,0.5195,5.19,9.95,2.15,0
36.43,0.3643,7.39,29.12,4.01,0
38.43,0.3843,1.6,16.2,3.0,0
24.56,0.2456,6.51,10.26,1.53,0
82.96,0.8296,5.76,22.56,2.77,0
52.94,0.5294,7.53,23.04,2.72,0
22.27,0.2227,8.75,23.43,2.86,0
73.14,0.7314,9.63,34.01,4.49,0
58.53,0.5853,4.06,34.07,4.76,0
19.31,0.1931,6.87,38.94,5.3,0
25.28,0.2528,3.05,32.99,5.2,0
22.15,0.2215,4.05,7.03,2.03,0
58.71,0.5871,7.84,32.34,3.35,0
74.73,0.7473,4.34,22.81,2.73,0
22.53,0.2253,12.9,60.19,6.94,1
56.65,0.5665,9.31,34.58,3.92,0
54.06,0.5406,6.98,28.7,3.76,0
21.1,0.211,6.76,11.01,1.2,0
35.26,0.3526,5.67,16.2,3.16,0
19.03,0.1903,2.18,6.3,1.68,0
49.27,0.4927,6.22,25.75,4.45,0
52.73,0.5273,4.25,19.19,2.37,0
40.38,0.4038,5.51,23.74,2.45,0
59.42,0.5942,7.25,22.92,3.96,0
75.19,0.7519,5.49,17.4,2.66,0
67.45,0.6745,4.64,14.38,1.85,0
17.49,0.1749,10.27,18.89,3.8,0
35.65,0.3565,0.64,24.24,2.55,0
45.32,0.4532,7.11,17.09,2.31,0
56.22,0.5622,6.59,12.14,1.57,0
81.74,0.8174,2.65,13.42,1.43,0
20.66,0.2066,6.97,25.15,3.0,0
59.32,0.5932,5.22,20.64,2.46,0
57.64,0.5764,5.27,23.43,2.38,0
33.92,0.3392,3.85,33.58,4.27,0
79.89,0.7989,3.78,12.01,2.17,0
51.74,0.5174,6.91,17.86,2.29,0
32.9,0.329,11.15,30.61,3.33,0
33.85,0.3385,11.32,47.61,5.51,0
78.29,0.7829,2.78,20.65,2.89,0
20.71,0.2071,5.46,13.67,2.78,0
45.02,0.4502,2.7,24.13,3.4,0
65.72,0.6572,9.7,45.9,5.55,0
15.08,0.1508,5.12,40.48,4.48,0
36.18,0.3618,6.18,35.0,4.12,0
42.44,0.4244,7.03,20.88,2.42,0
61.06,0.6106,8.93,35.69,4.33,0
75.78,0.7578,5.93,35.8,3.89,0
35.29,0.3529,3.68,7.67,0.96,0
73.24,0.7324,5.53,16.07,3.13,0
25.29,0.2529,3.26,10.75,1.37,0
20.15,0.2015,0.29,22.57,4.08,0
35.0,0.35,8.82,30.88,3.25,0
50.59,0.5059,5.02,20.39,2.46,0
40.39,0.4039,4.65,24.21,3.55,0
46.71,0.4671,7.18,13.39,1.55,0
25.08,0.2508,3.86,26.64,2.97,0
83.58,0.8358,4.75,31.28,4.26,0
72.28,0.7228,11.45,42.92,6.04,0
54.16,0.5416,14.5,32.2,3.63,1
69.27,0.6927,10.69,36.74,4.42,0
62.38,0.6238,5.97,14.7,2.48,0
43.19,0.4319,10.52,27.09,2.73,0
22.53,0.2253,8.15,29.57,4.34,0
42.8,0.428,6.62,27.5,4.09,0
18.01,0.1801,4.46,13.51,1.59,0
18.36,0.1836,6.26,18.54,3.43,0
62.03,0.6203,4.25,26.03,3.4,0
77.26,0.7726,5.07,15.52,3.34,0
54.56,0.5456,6.82,37.97,5.45,0
73.1,0.731,5.6,33.43,4.22,0
18.86,0.1886,8.22,36.1,3.97,0
38.98,0.3898,4.34,13.05,2.79,0
60.83,0.6083,10.21,41.57,5.89,0
21.24,0.2124,9.27,12.17,1.84,0
62.71,0.6271,4.87,31.64,3.57,0
63.72,0.6372,10.57,31.3,3.16,0
59.53,0.5953,3.68,18.67,2.54,0
71.01,0.7101,3.43,21.92,2.78,0
33.24,0.3324,1.6,31.64,3.68,0
26.62,0.2662,3.63,24.18,3.51,0
89.28,0.8928,2.31,19.24,2.2,0
51.35,0.5135,4.68,30.3,4.95,0
52.39,0.5239,1.51,21.09,3.97,0
85.98,0.8598,3.57,34.38,3.54,0
20.12,0.2012,4.52,26.23,3.15,0
80.02,0.8002,3.17,2.58,1.01,0
53.83,0.5383,7.07,7.21,1.7,0
29.65,0.2965,5.64,30.33,3.42,0
29.02,0.2902,5.51,14.24,2.15,0
53.97,0.5397,4.0,28.26,4.63,0
15.5,0.155,7.86,14.24,3.19,0
34.86,0.3486,6.6,17.54,3.7,0
35.82,0.3582,6.11,29.19,3.52,0
27.2,0.272,7.6,29.4,3.05,0
26.33,0.2633,3.84,22.74,3.75,0
72.56,0.7256,2.47,11.53,1.98,0
36.51,0.3651,5.0,15.17,1.81,0
28.13,0.2813,9.6,12.92,2.54,0
35.51,0.3551,4.39,29.03,2.98,0
19.68,0.1968,4.44,11.12,2.47,0
22.84,0.2284,2.86,19.71,3.02,0
66.02,0.6602,3.18,10.73,1.92,0
84.49,0.8449,5.29,23.05,4.15,0
38.82,0.3882,2.79,16.26,2.43,0
32.92,0.3292,2.57,21.64,3.98,0
73.68,0.7368,6.15,15.5,2.36,0
45.98,0.4598,4.33,32.96,3.37,0
40.38,0.4038,9.49,34.72,4.56,0
48.3,0.483,10.98,22.38,2.63,0
32.13,0.3213,5.92,35.94,5.33,0
32.29,0.3229,12.56,23.33,3.38,0
80.35,0.8035,5.71,12.24,2.81,0
76.24,0.7624,3.28,31.57,3.84,0
55.93,0.5593,2.77,34.45,5.19,0
49.28,0.4928,1.51,14.79,1.54,0
69.56,0.6956,6.63,43.06,4.63,0
85.49,0.8549,8.75,15.29,2.11,0
76.75,0.7675,0.79,14.79,2.92,0
79.87,0.7987,5.25,18.26,1.85,0
83.79,0.8379,5.01,10.09,2.38,0
63.63,0.6363,6.69,17.59,3.06,0
75.59,0.7559,5.16,25.33,2.96,0
16.82,0.1682,14.88,43.08,4.74,1
83.0,0.83,5.45,35.75,4.42,0
65.61,0.6561,5.98,32.22,3.34,0
86.38,0.8638,6.01,27.62,3.6,0
79.12,0.7912,10.96,41.76,4.22,0
52.69,0.5269,4.4,36.01,4.67,0
35.55,0.3555,4.87,34.33,4.86,0
66.02,0.6602,8.57,24.84,4.07,0
47.03,0.4703,2.42,9.15,2.46,0
21.55,0.2155,4.52,16.71,2.78,0
48.36,0.4836,2.26,26.85,2.9,0
18.93,0.1893,8.16,24.89,3.54,0
70.14,0.7014,3.07,15.99,2.39,0
67.19,0.6719,3.49,36.86,5.07,0
62.75,0.6275,0.71,21.67,3.98,0
35.76,0.3576,6.32,38.6,3.88,0
50.95,0.5095,2.94,8.78,2.67,0
59.77,0.5977,6.11,26.43,3.63,0
51.35,0.5135,4.69,21.67,3.22,0
18.57,0.1857,8.66,24.19,3.33,0
18.92,0.1892,5.95,15.01,2.33,0
85.2,0.852,2.67,25.05,2.6,0
78.83,0.7883,4.36,8.91,1.65,0
14.4,0.144,14.56,51.97,6.67,1
59.17,0.5917,2.91,32.76,4.92,0
46.08,0.4608,5.3,9.86,2.78,0
72.07,0.7207,7.2,23.93,3.62,0
32.2,0.322,9.75,35.91,4.33,0
48.87,0.4887,0.74,21.03,3.41,0
73.1,0.731,5.55,9.72,2.76,0
43.8,0.438,9.07,26.1,4.12,0
68.95,0.6895,5.32,25.45,2.58,0
61.26,0.6126,9.32,47.65,6.42,0
23.27,0.2327,7.35,32.42,4.33,0
23.87,0.2387,5.37,21.52,2.24,0
67.44,0.6744,5.68,31.26,3.78,0
64.25,0.6425,4.39,35.37,4.0,0
19.8,0.198,9.58,49.97,6.3,0
36.53,0.3653,10.13,24.21,3.98,0
64.5,0.645,8.75,12.91,1.59,0
29.96,0.2996,6.8,14.29,2.08,0
74.09,0.7409,3.18,30.57,3.74,0
22.31,0.2231,6.38,33.43,4.96,0
25.71,0.2571,7.83,38.37,5.03,0
56.42,0.5642,3.45,27.53,4.69,0
81.28,0.8128,5.27,18.2,3.72,0
64.5,0.645,2.61,19.32,3.39,0
73.77,0.7377,5.34,7.65,1.88,0
68.74,0.6874,3.63,28.59,4.42,0
35.93,0.3593,3.22,23.42,3.57,0
73.87,0.7387,5.21,11.22,1.96,0
28.77,0.2877,3.09,4.32,1.81,0
19.79,0.1979,6.96,26.85,4.03,0
37.6,0.376,6.25,19.61,2.21,0
22.18,0.2218,5.27,8.03,1.33,0
25.89,0.2589,7.08,35.66,3.64,0
44.32,0.4432,4.8,28.51,3.82,0
64.18,0.6418,4.54,32.97,4.29,0
28.4,0.284,11.04,32.77,3.38,0
27.22,0.2722,4.27,19.93,3.61,0
24.58,0.2458,5.85,14.23,2.12,0
46.88,0.4688,6.07,28.23,3.25,0
43.87,0.4387,3.08,28.02,3.47,0
26.28,0.2628,4.32,10.52,1.82,0
43.66,0.4366,4.29,11.49,2.6,0
17.24,0.1724,7.12,33.59,4.87,0
27.47,0.2747,7.06,16.86,1.95,0
85.9,0.859,2.22,19.01,3.88,0
75.51,0.7551,0.82,21.08,2.73,0
75.92,0.7592,1.18,14.9,1.53,0
58.35,0.5835,5.76,14.34,3.2,0
26.07,0.2607,2.8,11.3,2.95,0
61.23,0.6123,2.6,18.62,2.42,0
26.77,0.2677,3.45,7.51,2.62,0
37.87,0.3787,9.61,39.33,5.78,0
71.78,0.7178,10.79,45.9,5.0,0
62.93,0.6293,3.01,27.68,3.91,0
63.56,0.6356,10.84,40.59,5.66,0
51.79,0.5179,10.6,20.14,2.09,0
63.09,0.6309,11.85,33.32,4.02,1
59.24,0.5924,12.17,55.65,5.97,1
56.13,0.5613,7.79,39.56,4.69,0
16.82,0.1682,13.76,49.74,6.47,1
69.41,0.6941,6.14,26.79,2.94,0
70.22,0.7022,7.06,35.66,3.93,0
39.82,0.3982,4.02,29.14,4.12,0
34.24,0.3424,8.21,19.33,2.55,0
66.91,0.6691,9.2,17.97,2.69,0
55.34,0.5534,5.0,17.77,2.67,0
68.41,0.6841,1.76,5.18,2.23,0
52.31,0.5231,0.54,30.68,4.89,0
58.71,0.5871,6.98,12.82,1.7,0
20.92,0.2092,5.89,17.92,3.46,0
88.24,0.8824,7.87,30.75,3.62,0
69.17,0.6917,6.88,32.55,4.75,0
45.43,0.4543,5.45,18.46,3.64,0
79.45,0.7945,6.43,32.4,5.2,0
38.34,0.3834,2.24,9.03,2.61,0
47.53,0.4753,9.02,43.29,6.11,0
44.67,0.4467,6.51,12.56,2.75,0
60.27,0.6027,2.96,20.98,4.08,0
53.83,0.5383,6.97,31.34,4.97,0
27.86,0.2786,8.78,30.66,3.19,0
43.12,0.4312,5.53,16.38,3.14,0
76.22,0.7622,6.21,32.24,4.17,0
52.95,0.5295,4.41,16.78,2.07,0
49.68,0.4968,1.05,30.2,3.93,0
68.16,0.6816,8.79,39.32,5.54,0
18.36,0.1836,7.62,7.92,2.69,0
76.25,0.7625,9.2,27.17,3.0,0
82.53,0.8253,0.87,21.45,2.72,0
17.14,0.1714,8.91,26.12,4.46,0
75.92,0.7592,3.73,19.78,3.68,0
68.12,0.6812,9.24,36.6,4.08,0
42.42,0.4242,2.9,2.49,1.36,0
28.16,0.2816,11.16,23.71,2.42,0
43.66,0.4366,3.11,10.22,2.41,0
54.36,0.5436,3.82,8.14,2.38,0
19.36,0.1936,10.99,44.89,5.61,0
66.19,0.6619,3.08,22.95,4.12,0
23.64,0.2364,5.45,14.07,2.63,0
53.68,0.5368,7.13,29.96,3.96,0
57.0,0.57,6.42,26.21,3.3,0
19.57,0.1957,4.8,21.12,2.98,0
47.78,0.4778,2.29,25.04,3.67,0
19.83,0.1983,3.65,23.68,4.2,0
51.88,0.5188,10.72,43.23,5.47,0
41.42,0.4142,6.56,23.54,3.52,0
22.92,0.2292,7.91,34.52,4.49,0
67.89,0.6789,1.43,30.14,4.68,0
62.37,0.6237,3.89,15.87,2.66,0
54.6,0.546,3.57,8.84,1.6,0
38.52,0.3852,5.49,19.04,3.22,0
62.4,0.624,9.43,41.16,4.15,0
62.25,0.6225,3.04,10.92,3.02,0
53.73,0.5373,0.51,14.73,3.03,0
33.02,0.3302,6.1,18.13,3.62,0
23.5,0.235,8.67,31.44,3.75,0
17.48,0.1748,3.82,21.38,2.16,0
33.0,0.33,6.11,38.83,4.74,0
47.66,0.4766,2.83,28.24,3.94,0
24.44,0.2444,2.48,13.37,2.28,0
17.77,0.1777,3.49,20.08,3.35,0
57.64,0.5764,3.86,34.54,3.58,0
20.24,0.2024,4.54,2.31,1.63,0
57.04,0.5704,4.61,29.36,3.67,0
59.94,0.5994,3.32,23.16,2.94,0
23.09,0.2309,9.63,44.54,4.46,0
77.84,0.7784,5.09,16.76,3.1,0
41.76,0.4176,2.88,7.98,1.7,0
58.95,0.5895,5.9,14.76,3.32,0
50.05,0.5005,4.76,12.28,1.87,0
71.4,0.714,2.73,25.71,4.17,0
43.79,0.4379,9.57,18.48,1.91,0
37.35,0.3735,9.94,27.65,3.6,0
70.74,0.7074,4.75,35.01,3.85,0
67.44,0.6744,4.45,24.32,4.23,0
14.59,0.1459,5.31,38.56,4.63,0
55.63,0.5563,4.16,2.92,1.22,0
23.58,0.2358,8.91,18.32,3.67,0
34.2,0.342,2.45,28.12,4.56,0
78.2,0.782,6.69,28.17,4.67,0
62.73,0.6273,3.75,22.67,3.94,0
52.82,0.5282,3.88,35.41,4.15,0
21.23,0.2123,9.08,24.74,3.8,0
56.26,0.5626,6.81,30.12,4.73,0
66.25,0.6625,3.79,20.75,3.56,0
42.77,0.4277,2.76,24.89,4.24,0
30.25,0.3025,2.85,6.72,1.59,0
37.95,0.3795,5.95,26.31,3.6,0
18.02,0.1802,9.83,33.8,4.34,0
33.36,0.3336,9.72,35.82,4.66,0
63.01,0.6301,2.44,2.5,1.8,0
65.34,0.6534,8.34,24.88,2.57,0
44.8,0.448,11.61,27.56,3.83,0
35.46,0.3546,7.01,18.7,2.2,0
41.34,0.4134,5.26,17.59,2.82,0
72.09,0.7209,5.25,12.46,2.77,0
79.29,0.7929,4.89,30.18,3.21,0
84.26,0.8426,0.92,30.51,4.16,0
46.42,0.4642,4.52,36.83,4.41,0
84.78,0.8478,2.65,27.28,3.12,0
19.98,0.1998,10.72,37.99,5.7,0
52.23,0.5223,4.21,26.09,4.25,0
50.28,0.5028,7.26,22.25,3.26,0
63.9,0.639,6.77,12.04,2.53,0
19.14,0.1914,6.55,41.59,4.26,0
59.43,0.5943,5.13,36.82,4.5,0
77.86,0.7786,1.85,23.52,2.61,0
43.49,0.4349,7.0,12.96,1.48,0
74.14,0.7414,7.58,32.5,4.41,0
25.1,0.251,8.88,33.01,3.71,0
27.28,0.2728,2.38,10.55,2.65,0
38.43,0.3843,10.37,27.9,4.22,0
38.49,0.3849,11.37,37.51,5.41,0
77.71,0.7771,3.19,24.76,4.07,0
22.17,0.2217,2.68,18.27,1.97,0
79.37,0.7937,4.69,6.79,1.38,0
50.44,0.5044,13.09,46.25,6.25,0
74.05,0.7405,6.1,39.76,4.93,0
58.89,0.5889,9.23,38.87,5.4,0
65.85,0.6585,1.38,7.4,0.83,0
21.19,0.2119,7.46,27.43,3.64,0
27.55,0.2755,8.63,39.27,4.64,0
61.62,0.6162,7.19,22.12,3.99,0
31.56,0.3156,7.7,28.58,3.33,0
18.43,0.1843,8.44,22.92,2.44,0
73.02,0.7302,3.56,21.32,3.46,0
44.91,0.4491,7.73,21.6,3.76,0
52.11,0.5211,4.77,10.77,2.42,0
38.76,0.3876,3.61,32.8,3.57,0
54.66,0.5466,7.21,17.07,1.8,0
64.05,0.6405,10.27,35.29,5.03,0
72.37,0.7237,8.19,27.0,4.06,0
39.24,0.3924,6.37,26.68,3.97,0
79.44,0.7944,6.7,18.51,3.7,0
40.84,0.4084,7.08,25.71,2.75,0
39.22,0.3922,8.93,38.54,4.12,0
66.8,0.668,5.61,25.35,4.24,0
33.84,0.3384,3.06,19.77,3.14,0
39.97,0.3997,4.8,31.16,3.7,0
63.93,0.6393,9.52,21.77,3.63,0
44.92,0.4492,0.53,27.74,3.68,0
41.64,0.4164,1.47,24.49,4.28,0
52.37,0.5237,7.75,21.38,2.19,0
43.58,0.4358,6.82,20.36,2.79,0
73.0,0.73,1.34,4.61,2.14,0
73.81,0.7381,6.83,24.96,3.85,0
48.87,0.4887,3.29,24.35,2.74,0
54.31,0.5431,11.39,26.5,3.18,0
50.99,0.5099,6.46,25.44,3.65,0
19.68,0.1968,8.94,37.12,4.26,0
36.66,0.3666,7.85,32.82,4.38,0
46.11,0.4611,1.44,6.61,1.41,0
21.08,0.2108,4.75,21.45,2.53,0
83.27,0.8327,5.8,21.8,2.78,0
29.45,0.2945,4.93,33.14,4.47,0
67.56,0.6756,9.45,13.28,2.09,0
34.93,0.3493,4.91,12.83,2.13,0
79.63,0.7963,3.79,33.03,4.07,0
48.13,0.4813,6.89,16.72,2.29,0
37.01,0.3701,4.7,2.77,1.33,0
23.53,0.2353,4.54,30.18,3.55,0
35.29,0.3529,9.12,14.7,1.66,0
54.66,0.5466,3.04,6.57,1.9,0
51.49,0.5149,3.91,14.72,3.32,0
23.63,0.2363,6.69,30.34,5.01,0
51.39,0.5139,2.61,32.83,4.79,0
35.67,0.3567,5.01,26.41,3.46,0
48.78,0.4878,8.13,37.98,5.73,0
73.48,0.7348,4.48,17.43,1.9,0
38.13,0.3813,5.47,9.17,2.47,0
42.48,0.4248,3.87,15.74,2.61,0
37.23,0.3723,4.5,23.15,3.0,0
31.95,0.3195,4.73,20.8,3.23,0
24.69,0.2469,1.78,23.81,2.93,0
28.23,0.2823,5.86,10.52,2.26,0
19.24,0.1924,4.25,13.01,3.1,0
64.3,0.643,3.37,22.84,4.2,0
36.43,0.3643,5.41,22.39,3.48,0
56.53,0.5653,7.45,21.15,2.25,0
54.62,0.5462,5.84,12.27,1.87,0
46.0,0.46,3.77,33.7,3.56,0
18.66,0.1866,5.03,22.94,3.83,0
54.09,0.5409,5.24,14.94,2.72,0
39.44,0.3944,7.11,19.06,2.98,0
32.69,0.3269,6.56,23.93,2.6,0
54.69,0.5469,9.81,12.66,2.11,0
54.76,0.5476,6.24,7.56,2.37,0
61.38,0.6138,6.99,40.71,4.28,0
75.88,0.7588,4.74,15.36,2.13,0
78.45,0.7845,4.37,12.03,2.59,0
26.84,0.2684,3.73,3.33,0.41,0
